Track Name,Artist Names,Album Name,Track ID
Vulnerable - Live,"Adam Blackstone, The Baylor Project, Russell Ferrante",The Legacy Experience (Live),7AClBxdiwyv2x6Jg4iM9M0
Love And Let Love,"Ann Hampton Callaway, Kurt Elling",Love And Let Love,58YV1xj3V3TXkXlfIXFkhU
Dindi (with Paolo Fresu),"Mario Biondi, Paolo Fresu",Crooning Undercover,3pW8zELCXQhiczD2UKS62j
Where Are You?,"Joshua Redman, Gabrielle Cavassa",where are we,4yJgdugXPQIzvWBwFUJbS4
Show Me The Way To Go Home,Karen Souza,Show Me The Way To Go Home,3Pc4kc5VGyzopInhgthkpR
Who Is This Guy?,Debbie Gravitte,The Big Time (Studio Cast Recording),7eEDVZJflnQE9aMpUnZhtD
Lover Man,Parry Ray,Lover Man,5npntgfKIAlEyAdIJCKrHX
September In The Rain,"Caity Gyorgy, Benny Benack III",September in the Rain,3B1p5fP7kwsWb7WnazHDrS
Who Are You Dreaming Of,Rhiannon Giddens,You're the One,1NmjyMJ8V0vJyKnqujBvCT
A Fine Romance,"Caity Gyorgy, Mark Limacher","You're Alike, You Two",4DdjqjTARDbAvjELiHxuyn
Peach Velvet Sky,Corinne Bailey Rae,Peach Velvet Sky,1r9Xoxz09kMbcIEm7WfjkF
I Am What I Am,Veronica Swift,Veronica Swift,2yNAX7gJ7d8jInRnXtINEE
The Healing,Raina Sokolov-Gonzalez,The Healing,0ZkpaZtDYH1ibxz3rfXApD
Bewitched,Laufey,Bewitched,0pfpeTGQOWlGp6YUUbBD42
Pick Yourself Up,Anthony Strong,Pick Yourself Up,7ivKNAmR9kyuWNIDqZ09n3
Honeysuckle Rose,"Freda Payne, Stanley Turrentine",High Standards,2XHZQMfaIft1QP0RFSl56F
Chega de Saudade,"Martina DaSilva, Charles Goold, Russell Hall",Melancolia,0wMBswBqCvIF3Na1cQQ0D7
Passing Through,Gabe Dixon,Passing Through,6n7ooz0vPMRSrxEhmgTkTH
Body of Mine,Izo FitzRoy,Body of Mine,59Ll82ces41ZPuIOi9SVua
Can You Believe,Norah Jones,Can You Believe,5q3jGywKjTjrn9nDrbWWdQ
In the Wee Small Hours of the Morning (feat. Jacob Collier),"säje, Jacob Collier",In the Wee Small Hours of the Morning (feat. Jacob Collier),7xSWHCMlpRJHCGakzH8TYc
Risk Taker,C.Tappin,Change,0RUr2PshDtTFAdkIN6DSoI
Rainbow Forest - Single Edit,Sinne Eeg,Rainbow Forest,3vojevi84qhWYeWEecPjSV
That Old Black Magic,"Martina DaSilva, Liya Grigoryan, Charles Goold",Black Magic,3nwDa4xqtZ74dbAi61KW8G
Third Time's the Charm,Benny Benack III,Third Times the Charm,6tisjXGvkpnLQua7CO1R6E
You've Changed - Big Band,Eva Cassidy,You've Changed (Big Band),19GyWK5SuwYomTcCjTqAXs
Sometimes Today Seems Like Yesterday,Samara Joy,Linger Awhile (Deluxe Edition),4suPwKFZtB6ztKoTzppeYR
Night Life (with Mickey Raphael) [From “Norah Jones is Playing Along” Podcast],"Norah Jones, Mickey Raphael",Night Life (with Mickey Raphael) [From “Norah Jones is Playing Along” Podcast],4pzhJmY4FkJy49EkrLxdhc
After You've Gone,Emmaline,Songs From Sweetwater (The Motion Picture),6gKgpHghyWdA1YkzsUWTRe
